#SHEET_NAME,聊斋
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,*map_commonEnd_9,,,,,,,,,,,,,,,,
,UnlockPlotMap,map_commonEnd_9,,,,,,,,,,,,,,,
,SetChapterName,聊斋,,,,,,
,Wait,,,,,,1,
,FadeOut,black,,,,,0,
,Bg,二十四桥记偏,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Ambience,室外主风,,2
,,,,,,,,,,默认1,,,,雨后，二十四桥静卧河水之上，两岸垂柳蘸水低垂。,雨後，二十四橋靜臥河水之上，兩岸垂柳蘸水低垂。,"After the rain, the Twenty-Four Bridges rested quietly over the river, with weeping willows on both banks dipping their branches toward the water.",雨上がりの川面には、二十四橋が静かに横たわり、両岸の柳が水面に浸るように低く垂れ下がっている。,"После дождя двадцать четыре моста тихо лежали над рекой, а ивы на обоих берегах склонялись к воде."
,,,,,,,,,,默认2,,,,柳丝将坠未坠，时而被风掠起，时而跌进河面，揉碎河中的倒影。,柳絲將墜未墜，時而被風掠起，時而跌進河面，揉碎河中的倒影。,"The willow strands seemed about to fall but never did, now swept up by the wind, now dropping onto the river’s surface, rippling the reflections within.",柳の枝は今にも落ちそうになりながら、時折風に揺られ、時には川面に落ち、水面に映る影を揺らめかせる。,"Ивовые ветви, словно готовые упасть, то поднимались под порывами ветра, то опускались на поверхность реки, размывая отражение в воде."
,,,,,,,,,,默认3,,,,在旁人眼中，此时河中的倒影大概仅有我一人。,在旁人眼中，此時河中的倒影大概僅有我一人。,"To others, the reflection in the water likely showed only me.",他人の目には、この時、川面に映る影は私一人しか見えないだろう。,"В глазах посторонних в это время в реке, наверное, был только я."
,,,,,,,,,,默认4,,,,但是，在我的眼中，始终有一抹紫白色的身影立于对面。,但是，在我的眼中，始終有一抹紫白色的身影立於對面。,"But in my eyes, there was always a purple-and-white figure standing opposite me.",しかし、私の目には、対岸に紫がかった白い人影がずっと立っている。,Но в моих глазах на противоположном берегу всегда стояла фигура в пурпурно-белом.
,,苏怜烟,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认5,,,,她的青丝如柳，随风起伏。,她的青絲如柳，隨風起伏。,Her dark hair swayed like willows in the wind.,彼女の黒髪は柳のようで、風に揺れている。,"Ее черные волосы, как ивы, колышутся на ветру."
,,,,,,,,,,默认6,,,,她的明眸如月，穿桥望来。,她的明眸如月，穿橋望來。,"Her bright eyes shone like the moon, gazing at me through the bridge.",彼女の澄んだ瞳は月のように、橋の向こうからこちらを見つめている。,"Ее ясные глаза, как луна, смотрят через мост."
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认8,,,,一切本该尘埃落定。,一切本該塵埃落定。,Everything should have come to an end.,すべてはとっくに決着がついているはずだった。,Все должно было улечься.
,,,,,,,,,,默认9,,,,往后本该一人独行。,往後本該一人獨行。,"From now on, I should have walked alone.",これからは一人で歩むはずだった。,Впредь я должен был идти в одиночестве.
,,,,,,,,,,默认10,,,,可是……,可是……,Yet…,しかし……,Но…
,,,,,,,,,,默认11,,,,好不容易与她重逢。,好不容易與她重逢。,"Now that I have finally reunited with her,",せっかく彼女と再会できたのだ。,С таким трудом мы снова встретились.
,,,,,,,,,,默认12,,,,何必清醒负此深情？,何必清醒負此深情？,why let clarity betray such deep affection?,なぜ、この深い想いを捨てて、冷静にならなければならないのか？,Зачем же отказываться от этой глубокой любви?
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,Se,短风,,1.9,,,,,,,,,,,,,,
,,,,,,,,,,默认14,,,,——呼,——呼,—Whoosh,――はあ,— Вздох
,,,,,,,,,,默认15,,,,一阵微风掠过。,一陣微風掠過。,—A gust of wind swept by.,そよ風が吹き抜けた。,Пронесся легкий ветерок.
,,,,,,,,,,默认16,,,,我向前踏出几步——,我向前踏出幾步——,I took a few steps forward—,私は数歩前に踏み出した――,Я сделал несколько шагов вперед —
,FadeOut,black,,,,,1,,,,,,,,,,,
,Se,风声,,1.5,,,,,,,,,,,,,,
,,,,,,,,,,默认17,,,,——呼,——呼,—Whoosh,――ふっ,— Хм
,BgEvent,最后的拥抱1,,,,,,,,,,,,
,FadeIn,black,,,,,2,,,,,,,,,,,
,Bgm,与雁同行,,,,0.2,3,,,,,,,,,,,
,Se,踏步,,2,,,,,,,,,,
,,,,,,,,,,默认18,,,,我不顾一切的向她跑来，裹着一阵携雨的风，将她拥入我的怀中——,我不顧一切的向她跑來，裹著一陣攜雨的風，將她擁入我的懷中——,"I ran towards her at all costs, wrapped in a gust of rain carrying wind, and embraced her into my arms——",私は彼女に向かって必死に走ってきて、雨を携えた風に包まれて、彼女を私の懐に押し込んだ。
,,,,,,,,,,默认19,,,,几年前，是她不舍与我分别，蓦然回首。,幾年前，是她不捨與我分別，驀然回首，擁入了我的懷中。,"Years ago, she was the one who couldn’t bear to part, turning back suddenly to embrace me.",数年前は、彼女が私との別れを惜しみ、振り返って私を抱きしめた。,"Несколько лет назад она, не в силах расстаться со мной, резко обернулась и прильнула к моей груди.","Несколько лет назад она, не в силах расстаться со мной, резко обернулась и прильнула к моей груди.",
,,,,,,,,,,默认181,,,,偶尔，我也会稍微出趟远门，去附近一些乡绅的家里，教导他们的孩子诗文。,偶爾，我也會稍微出趟遠門，去附近一些鄉紳的家裡，教導他們的孩子詩文。,"Occasionally, I would travel a bit farther to the homes of local gentry to teach their children poetry and prose.",時々少し遠出をして、近くの村の郷紳の家に行き、彼らの子供に詩文を教えることもあった。,"Иногда я отправлялся в небольшое путешествие в дома местных помещиков, чтобы учить их детей стихам и прозе.",,
,,,,,,,,,,默认182,,,,她会一直跟在我的身旁，给我更多教导孩子的建议。,她會一直跟在我的身旁，給我更多教導孩子的建議。,"She would always stay by my side, offering more advice on teaching the children.",彼女はいつも私の傍らで、教える際の助言をしてくれた。,"Она всегда находилась подле меня и давала мне советы по тому, как лучше обучать детей.",,
,,,,,,,,,,默认183,,,,……,……,...,……,...,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgEvent,新朝13,,,,,0,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认184,,,,不过，哪怕有她一直在我身旁，人生也并非是尽善尽美。,不過，哪怕有她一直在我身旁，人生也並非是盡善盡美。,"Yet even with her constant presence, life remains imperfect.",しかしいくら彼女が私の傍にいてくれたとしても、人生は完璧にはいかない。,"Однако, даже несмотря на то, что она всегда была рядом со мной, жизнь далеко не всегда шла идеальным образом.",,
,,,,,,,,,,默认185,,,,我那创作旷世名作的梦想，至今都未实现。,我那創作曠世名作的夢想，至今都未實現。,My dream of creating a timeless masterpiece remains unfulfilled to this day.,この世に名作を生み出したいという夢は、未だに実現できずにいた。,"Мне так до сих пор и не удалось осуществить свою мечту - написать выдающееся произведение, которое станет передаваться из поколения в поколение.",,
,,,,,,,,,,默认186,,,,我写过一些书，也参加过本地的诗社文会。,我寫過一些書，也參加過本地的詩社文會。,I’ve written some books and participated in local poetry and literary gatherings.,いくつか本を書き、地元の詩人会に顔を出したこともある。,"Я написал несколько книг, а также участвовал в местных обществах любителей поэзии и собраниях мастеров пера.",,
,,,,,,,,,,默认187,,,,我想将我写的书传播出去。,我想將我寫的書傳播出去。,I want to share the books I’ve written with the world.,私が書いた本を世に広めたい。,Я пытался дать известность своим произведениям.,,
,,,,,,,,,,默认188,,,,但是，大概是因为我才学有限，始终反响平平。,但是，大概是因為我才學有限，始終反響平平。,"But perhaps due to my limited talent, the response has always been lukewarm.",しかし私の才能の限界なのか、反応はいまひとつだった。,"Но, возможно, из-за того, что талант у меня был ограничен, отклик они вызывали весьма скромный.",,
,,,,,,,,,,默认189,,,,说来也怪。,說來也怪。,Strangely enough.,妙な話だ。,"К слову, была одна странная особенность.",,
,,,,,,,,,,默认190,,,,我一旦把书写长了，便容易使其沦为平庸之作。,我一旦把書寫長了，便容易使其淪為平庸之作。,"Whenever I write a book that’s too long, it tends to become mediocre.",長々と文章を書いていると、どうしても平々凡々な作品になってしまうのだ。,"Произведения, которые у меня получались длинными, обычно в итоге выходили довольно посредственными.",,
,,,,,,,,,,默认191,,,,反而是一些写得短的小篇，常常能流传开来，会被附近的一些戏班茶馆传唱。,反而是一些寫得短的小篇，常常能流傳開來，會被附近的一些戲班茶館傳唱。,"Ironically, it was often the shorter pieces that spread widely, performed by local opera troupes in nearby teahouses.",むしろ短編を書くといつも人気になり、近所の一座や茶館で使われる。,А вот всякие короткие рассказы часто приобретали популярность и исполнялись театральными труппами в ближайших чайных.,,
,,,,,,,,,,默认192,,,,久而久之，我便放弃了创作传世名作的想法，只是偶尔会出于兴趣，随便写一些小篇。,久而久之，我便放棄了創作傳世名作的想法，只是偶爾會出於興趣，隨便寫一些小篇。,"As time passed, I gave up on creating timeless masterpieces, only occasionally writing short pieces when inspiration struck.",やがて私は世に残る名作を作りたいという思いを諦めるようになり、気が向いた時だけ手の赴くままに短編を書くようになった。,"Со временем я отказался от идеи создать шедевр, который останется в веках - и стал лишь изредка, по настроению, писать небольшие рассказы.",,
,,,,,,,,,,默认193,,,,甚至，偶尔，我也会不写。,甚至，偶爾，我也會不寫。,"Sometimes, I wouldn't write anything at all.",時には書くことすらしなかった。,Иногда же я их вовсе не записывал.,,
,,,,,,,,,,默认194,,,,我会编写故事，直接讲给一些小童，亦或是一些志同道合的好友听。,我會編寫故事，直接講給一些小童，亦或是一些志同道合的好友聽。,I would craft stories and tell them directly to children or kindred spirits.,そうしてできた物語を、子供に話して聞かせることもあれば、同好の士たちに話すこともあった。,"Сочинив историю, я просто рассказывал её детям или каким-нибудь друзьям-единомышленникам.",,
,,,,,,,,,,默认195,,,,……,……,...,……,...,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgEvent,哭庙7,,,,,0,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认196,,,,我在诗社文会里，认识了一些有趣的友人。,我在詩社文會裡，認識了一些有趣的友人。,"Through poetry societies and literary circles, I made some remarkable friends.",詩人会で、少し面白い友人ができた。,На литературных собраниях мне удалось завести знакомство с разными интересными друзьями.,,
,,,,,,,,,,默认197,,,,与我最为关系好的，莫过于一位自号“柳泉居士”的年轻人。,與我最為關係好的，莫過於一位自號“柳泉居士”的年輕人。,"The closest among them was a young man who styled himself ""Willow Spring Hermit"".",私と最も親しい間柄で、「<ruby=りゅうせんこじ>柳泉居士</ruby>」と名乗る若者だ。,"Самым близким из них стал один молодой парень по прозвищу ""Отшельник Ивового источника"".",,
,,,,,,,,,,默认198,,,,他出身地方大族，痴迷狐鬼异闻，常于家中设茶待客，最喜欢听人讲一些奇闻异事。,他出身地方大族，痴迷狐鬼異聞，常於家中設茶待客，最喜歡聽人講一些奇聞異事。,"He came from a prominent local family, obsessed with tales of foxes and ghosts, often hosting tea gatherings at home, most fond of hearing strange and extraordinary stories.",彼は地元の名家の生まれで、怪談が大好物だ。しばしば家に客を呼んではもてなし、怪談奇談を聞くのを大の楽しみにするような男だった。,"Родом из местной знати, он страстно увлекался историями о лисах-оборотнях и призраках. Часто он устраивал у себя дома чаепития и больше всего любил слушать рассказы о странных и необычных событиях.",,
,,,,,,,,,,默认199,,,,若是讲得精彩，他会用好茶美酒招待。,若是講得精彩，他會用好茶美酒招待。,"If the storytelling was captivating, he would treat guests with fine tea and wine.",話が面白ければ、良い茶と美酒でもてなしてくれる。,"Если история была захватывающей, он потчевал гостя хорошим чаем и добрым вином.",,
,,,,,,,,,,默认200,,,,若是讲得无趣，他也会用粗茶点心相酬。,若是講得無趣，他也會用粗茶點心相酬。,"If the storytelling was dull, he would still offer plain tea and snacks in return.",話がつまらなければ、粗茶と菓子でもてなされる。,"Если же это был скучный рассказ, то вознаграждением был чай грубого качества и какие-нибудь закуски.",,
,,,,,,,,,,默认201,,,,呵，我就很喜欢去他那里蹭吃蹭喝。,呵，我就很喜歡去他那裡白吃白喝。,"Ah, I quite enjoyed freeloading on food and drinks there.",ふふ、私は彼のところでただ飯を食うのが大好きだ。,"Хех, мне было очень по нраву наведываться к нему, чтобы покормиться задарма.",,
,,,,,,,,,,默认202,,,,十年间，我经常去他家中拜访，会给他讲一些故事。,十年間，我經常去他家中拜訪，會給他講一些故事。,"For ten years, I frequently visited his home to tell him stories.",十年間、私は彼の家にお邪魔しては話を聞かせた。,За десять лет я часто бывал у него в гостях и рассказывал ему разные истории.,,
,,,,,,,,,,默认203,,,,这些故事有些是我从别处听来的，有些是我编给他听的。,這些故事有些是我從別處聽來的，有些是我編給他聽得。,Some stories I heard elsewhere; others I invented just for him.,誰かから聞いた話もあれば、私自身で作った話もある。,"Какие-то я слышал от других людей, какие-то - сочинил сам.",,
,,,,,,,,,,默认204,,,,有屠夫曾给我讲过的——那狡诈的两狼。,有屠夫曾給我講過的——那狡詐的兩狼。,"There was one a butcher once told me, about those two cunning wolves.",屠殺夫が聞かせてくれた――ずるい狼の話。,История от мясника - про двух хитрых волков.,,
,,,,,,,,,,默认205,,,,有漂母曾给我讲过的——那凶悍的猪婆龙。,有漂母曾給我講過的——那兇悍的豬婆龍。,There was the fierce pig-dragon that the washerwoman had once described to me.,漂母が聞かせてくれた――凶暴な<ruby=ちょばりゅう>猪婆龍</ruby>の話。,"История от прачки - про злобного крокодила-""свинодракона"".",,
,,,,,,,,,,默认2061,,,,有以王生为原型的——那虽有家室却喜欢画皮美人的浪荡秀才。,,,,,,
,,,,,,,,,,默认206,,,,以及，有画师的马，有衙役、和尚、小童、卖花女、卖瓜郎……,以及，有畫師的馬，有衙役、和尚、小童、賣花女、賣瓜郎……,"And there were the painter's horse, the yamen runners, the monk, the child, the flower girl, the melon peddler...",また、絵描きの馬や、役人、僧、子供、花売り娘、瓜売り男……,"История художника про лошадь, истории почтового курьера, монаха, ребёнка, продавщицы цветов, продавца тыкв...",,
,,,,,,,,,,默认207,,,,我把前半生遇到的那些人们曾给我讲过的那些故事，一一转述给了柳泉居士。,我把前半生遇到的那些人們曾給我講過的那些故事，一一轉述給了柳泉居士。,I recounted to Willow Spring Hermit all the tales that people from the first half of my life had once told me.,この半生で出会ってきた人たちが私に語った話を、一つずつ柳泉居士に伝えた。,"Все те истории, что мне рассказывали люди, которых я повстречал в первой половине своей жизни - я одну за другой пересказывал их ""Отшельнику Ивового источника"".",,
,,,,,,,,,,默认208,,,,然而，我最用心讲述的，还是我编的那些人鬼相恋的故事。,然而，我最用心講述的，還是我編的那些人鬼相戀的故事。,Yet the tales I told most earnestly were still those I fabricated about romances between humans and ghosts.,しかし最も熱を込めて語ったのは、やはり自分で考えた幽霊と人の恋の物語だ。,"Однако те, что я рассказывал наиболее проникновенно, были моими собственными - о любви человека и призрака.",,
,,,,,,,,,,默认209,,,,我讲起一个书生在荒寺邂逅孤魂，几经波折，终得长相厮守。,我講起一個書生在荒寺邂逅孤魂，幾經波折，終得長相廝守。,"I told of a scholar encountering a lonely spirit in an abandoned temple, overcoming trials to finally remain together forever.",とある書生が彷徨う幽霊と荒れ寺で出会い、紆余曲折を経て、ついに永く結ばれる話をした。,"О том, как некий ученый повстречал в заброшенном храме бесприютную душу и, преодолев множество препятствий, наконец обрёл с ней вечную любовь.",,
,,,,,,,,,,默认210,,,,我讲起一位大家闺秀香消玉殒，芳魂却仍然眷恋着尘世情郎……,我講起一位大家閨秀香消玉殞，芳魂卻仍然眷戀著塵世情郎……,"I told of a noble lady's fragrant demise, her spirit still clinging to worldly affection for her lover...",とある箱入り娘が死んでしまったものの、その魂が未だにこの世にいる男に想いを寄せていることを話した……,"О том, как одна девушка благородного происхождения скончалась, но душа её по-прежнему тосковала по своему возлюбленному, оставшемуся в мире людей...",,
,,,,,,,,,,默认211,,,,这些故事中的主角都没有名字。,這些故事中的主角都沒有名字。,None of the protagonists in these stories have names.,その物語の主人公に名前はない。,У главного героя в этих историях не было имени.,,
,,,,,,,,,,默认212,,,,但这些故事里，处处藏着我与雁儿姐的影子。,但這些故事裡，處處藏著我與雁兒姐的影子。,Yet these stories are filled with traces of <ruby=Swan Goose>Sister Yan</ruby> and me.,しかし物語の節々に、私と雁姉の影が仄めかされている。,Но в них тут и там скрывались мои с сестричкой Лебёдушкой очертания.,,
,,,,,,,,,,默认213,,,,讲到动情时，我的目光总会不自觉地飘向旁边的空椅。,講到動情時，我的目光總會不自覺地飄向旁邊的空椅。,"When speaking of tender moments, my gaze always wanders to the empty chair beside me.",感情が高ぶると、いつも視線が思わず隣の誰もいない椅子に向かってしまった。,"Когда я доходил до самого волнительного момента, мой взгляд всегда невольно устремлялся на пустое сиденье рядом.",,
,,,,,,,,,,默认214,,,,因为只有我知道——,因為只有我知道——,Because only I know—,私だけが知っているからだ――,Потому что лишь я один знал -,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgEvent,聊斋13,,,,,0,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认215,,,,她在那里。,她在那裡。,She is there.,彼女がそこにいることを。,Она здесь.,,
,,,,,,,,,,默认216,,,,她一直在我身旁，伴我至今。,她一直在我身旁，伴我至今。,"She has always been beside me, accompanying me to this day.",ずっと傍らで、今まで私を支えてくれたことを。,"Она всегда рядом со мной, моя вечная и верная спутница.",,
,,,,,,,,,,默认217,,,,……,……,...,……,...,,
,,,,,,,,,,默认218,,,,我时常会读那本雁儿姐留给我的手抄本《西游记》。,我時常會讀那本雁兒姐留給我的手抄本《西遊記》。,"I often read the handwritten copy of ""Journey to the West"" that <ruby=Swan Goose>Sister Yan</ruby> left me.",時折、雁姉の遺品である『西遊記』の写本を読んだ。,"Я часто открывал копию ""Путешествия на Запад"", оставленную мне сестричкой Лебёдушкой.",,
,,,,,,,,,,默认219,,,,每年读一回，每日看一句。,每年讀一回，每日看一句。,"I read it once a year, a line each day.",年に一回、日に一文を。,"Каждый год я читал по главе, каждый день - по строчке.",,
,,,,,,,,,,默认220,,,,我会反复回味她留下的每一句批语，并会时常与身旁的她讨论。,我會反覆回味她留下的每一句批語，並會時常與身旁的她討論。,"I linger over every note she left, often discussing them with her by my side.",彼女が残した注釈の一文一文を繰り返し噛み締め、隣にいる彼女とよく話し合った。,"Я снова и снова смаковал каждый оставленный ею комментарий и часто обсуждал их с ней, сидящей рядом.",,
,,,,,,,,,,默认221,,,,我想，正因为她留下的这本书，正因为我没有将它快速读完，我身旁的她才能一直长存于世。,我想，正因為她留下的這本書，正因為我沒有將它快速讀完，我身旁的她才能一直長存於世。,"I believe it's precisely because of this book she left behind, precisely because I didn't rush to finish it, that she remains by my side, enduring through time.",きっと、彼女が遺してくれたこの本があるから、私がその本をすぐに読み終えなかったから、彼女はこの世にずっと留まっていられたのだろう。,"Мне кажется, именно благодаря этой книге и благодаря тому, что я не прочитал её всю на одном дыхании, она и может оставаться в этом мире так надолго.",,
,,,,,,,,,,默认222,,,,雁儿姐为我共抄了五十四回，那我至少要活过五十四载。,雁兒姐為我共抄了五十四回，那我至少要活過五十四載。,"<ruby=Swan Goose>Sister Yan</ruby> copied fifty-four chapters for me, so I must live at least fifty-four years.",雁姉は私のために五十四回まで書き写してくれたのだ。ならば少なくとも五十四年は生きなければ。,"Сестричка Лебёдушка в общем переписала для меня пятьдесят четыре главы - так что мне, по меньшей мере, нужно будет прожить эти пятьдесят четыре года.",,
,,,,,,,,,,默认223,,,,……,……,...,……,...,,
,,,,,,,,,,默认224,,,,许多年过去了。,許多年過去了。,Many years passed.,多くの月日が流れた。,Миновало много лет.,,
,,,,,,,,,,默认225,,,,我的鬓角染上霜雪，柳泉居士亦不复曾经的少年锐气。,我的鬢角染上霜雪，柳泉居士亦不復曾經的少年銳氣。,"My temples were tinged with frost, and Willow Spring Hermit too had lost the keen edge of his youthful days.",私のもみあげは雪のように白くなり、柳泉居士も少年時代のような若々しさを失っていた。,"Виски мои покрылись инеем, ""Отшельник Ивового источника"" сам уже тоже не выказывал былого юношеского пыла.",,
,,,,,,,,,,默认226,,,,他屡试不第，眉宇间多了些沧桑，心态也有了一些转变。,他屢試不第，眉宇間多了些滄桑，心態也有了一些轉變。,"After repeatedly failing the imperial exams, his brow bore deeper weariness, and his mindset had shifted somewhat.",彼は何度も科挙に落ちた。眉間に刻まれた皺は深くなり、心持ちも変わっていった。,"Он раз за разом проваливался на государственных экзаменах, лоб его избороздили следы былых невзгод, взгляды на жизнь тоже претерпели изменения.",,
,,,,,,,,,,默认227,,,,然而，他喜爱搜集异闻的爱好，却始终不变。,然而，他喜愛搜集異聞的愛好，卻始終不變。,Yet his passion for collecting strange tales never wavered.,しかし異聞の収集癖は依然としたまま、変わらぬままだった。,Однако его страсть собирать необычные истории осталась неизменной.,,
,,,,,,,,,,默认228,,,,听他说，他将这些年听来的异闻编纂成了一本书。,聽他說，他將這些年聽來的異聞編纂成了一本書。,He mentioned compiling all the strange tales he'd gathered over the years into a book.,彼がこれまで聞いてきた異聞の数々を、一冊の本に編纂するという話を聞いた。,"Как-то он сказал, что соберёт все истории, услышанные за эти годы, в одну книгу.",,
,,,,,,,,,,默认229,,,,我一直期待着此书的成书之日。,我一直期待著此書的成書之日。,I'd always awaited the day this book would be completed.,その本ができる日を、私は楽しみにしている。,"И я с нетерпением жду того дня, когда эта книга увидит свет.",,
,,,,,,,,,,默认230,,,,……,……,...,……,...,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgEvent,聊斋结局前,,,,,0,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,柳泉居士,,,,,,,,默认231,,柳泉居士/35-2-1_柳泉居士_01,,[那本书，快要写完了。],[那本書，快要寫完了。],"""That book is nearly finished.""",「もうすぐ、本が書き上がる」,"""Та книга, кстати, уже вот-вот будет готова.""",,
,,,,,,,,,,默认232,,,,一日，我去他家中与他对弈，他忽然提起了此事。,一日，我去他家中與他對弈，他忽然提起了此事。,"One day, while visiting his home for a game of Go, he suddenly mentioned it.",ある日、彼の家で碁を打っていたところ、ふと彼がそんなことを口にした。,"В один день, когда мы с ним играли у него дома в шахматы, он вдруг заговорил об этом.",,
,,方知宥,,,,,,,,默认233,,方知宥/35-2-1_方知宥_17,,[哦？是那本你之前说的……记了许多鬼狐精怪、奇闻异事的书？],[哦？是那本你之前說的……記了許多鬼狐精怪、奇聞異事的書？],"""Oh? Is that the book you mentioned earlier... the one filled with tales of spirits, foxes, and strange occurrences?""",「おお？それは、以前君が話していた……数多の妖怪を記した奇譚のことかい？」,"""О? Это та, про которую ты тогда говорил... в которой будет множество рассказов о лисицах-оборотнях, призраках и разного рода других необычных явлениях?""",,
,,柳泉居士,,,,,,,,默认234,,柳泉居士/35-2-1_柳泉居士_02,,[正是，全书近五百篇，近半出自方兄之口……哈哈，若无您这“故事囊”，我恐怕难成此书……多谢、多谢！］,[正是，全書近五百篇，近半出自方兄之口……哈哈，若無您這“故事囊”，我恐怕難成此書……多謝、多謝！］,"""Indeed. The entire collection spans nearly five hundred stories, with almost half originating from Elder Fang's own words... Haha, without your 'story pouch', I might never have finished this book... Thank you, truly!""",「いかにも。合わせて五百編近くある。そのほぼ半数は方兄さんから語られたものだ……ふふっ、もしもあなたの『ネタ袋』がなければ、この本は完成しなかった……感謝してもしきれない」,"""Верно - всего в ней будет пять сотен рассказов, и почти половиной из них я обязан Вам, братец Фан... Ха-ха, если бы не Вы, 'кладезь историй', боюсь, мне бы вряд ли удалось создать такую книгу... Так что премного Вам благодарен!""",,
,,,,,,,,,,默认235,,,,他看向我连连道谢，眼中充满感激。,他看向我連連道謝，眼中充滿感激。,"He looked at me and thanked me repeatedly, his eyes brimming with gratitude.",彼は目に感動をたたえながら、何度も私に感謝を述べた。,Продолжал он нахваливать меня с выражением искренней благодарности в глазах.,,
,,方知宥,,,,,,,,默认236,,方知宥/35-2-1_方知宥_18,,[不必言谢，我所讲的那些故事，近半也是听他人所述，我无非是帮他们转述罢了。],[不必言謝，我所講的那些故事，近半也是聽他人所述，我無非是幫他們轉述罷了。],"""No need for thanks. Nearly half of those stories I shared were also heard from others—I simply passed them along.""",「感謝など不要だ。私の話した物語とて、その半分は誰かから聞いたものだ。彼らの言葉を伝えたに過ぎない」,"""Не стоит благодарности - из тех рассказов почти половина тоже взята мной с уст других людей, считай, я их просто пересказал.""",,
,,,,,,,,,,默认237,,,,我拈起一枚棋子，淡然一笑。,我拈起一枚棋子，淡然一笑。,I picked up a Go piece and smiled faintly.,石を手に取り、微笑む私。,С лёгкой улыбкой я поднял шахматную фигуру.,,
,,柳泉居士,,,,,,,,默认238,,柳泉居士/35-2-1_柳泉居士_03,,[哦？那晚辈好奇，哪些故事是您听闻来的，哪些是您自己的故事？],[哦？那後輩好奇，哪些故事是您聽聞來的，哪些是您自己的故事？],"""Oh? The younger one then asked curiously, Which stories did you hear from others, and which are your own?""",「そうなのか？とすると、どれが聞いたもので、どれがあなた自身のものなのか気になるな」,"""А? Тогда позвольте Вашему младшему товарищу полюбопытствовать - какие же из историй Вы слышали от других, а какие сочинили сами?""",,
,,方知宥,,,,,,,,默认239,,方知宥/35-2-1_方知宥_19,,[好分辨，那些讲人鬼相恋的故事都是我自己的故事，其余则大多是前半生在旅途中偶然听来的。],[好分辨，那些講人鬼相戀的故事都是我自己的故事，其餘則大多是前半生在旅途中偶然聽來的。],"""Easy to tell—the human-ghost love stories are all my own; the rest I mostly picked up during my travels in earlier years.""",「簡単に区別できるさ。幽霊と恋に落ちる物語は私自身のもので、その他ほとんどが若い頃旅の途中で耳にしたものさ」,"""Одни отделить от других легко: все истории о любви между людьми и призраками - мои собственные, в то время как остальные - в основном то, что я там и сям услышал за время путешествий в первой половине своей жизни.""",,
,,柳泉居士,,,,,,,,默认240,,柳泉居士/35-2-1_柳泉居士_04,,[难怪！您讲得那些人鬼相恋故事，最为情真意切！关于这故事的起源，可否再与晚辈分说一二？],[難怪！您講得那些人鬼相戀故事，最為情真意切！這是為何？],"""No wonder! Those tales you spin about human-ghost romance, they ring truest to the heart! How so?""",「どうりで！あなたの話す幽霊との恋物語は、真に迫るものがあった！いやはや、どうしてだろう」,"""Тогда неудивительно! Ведь те истории про любовь между людьми и духами у вас получились самыми живыми и искренними! Интересно, почему же?""",,
,,,,,,,,,,默认241,,,,他沉吟片刻，好奇追问。,他沉吟片刻，好奇追問。,He paused thoughtfully before pressing with curiosity.,彼は少し考え、興味深そうに訊いてくる。,"Помолчав какое-то время, с любопытством спросил он.",,
,,方知宥,,,,,,,,默认242,,方知宥/35-2-1_方知宥_20,,[咳……],[咳……],"""Cough...""",「こほん……」,"""Кхм...""",,
,,,,,,,,,,默认243,,,,我放下了棋子，抬眼看着他，目光变得温和。,我放下了棋子，抬眼看著他，目光變得溫和。,"I laid down the Go piece, met his eyes, and my expression gentled.",石を置くと、和やかな目で彼を見た。,"Опустив фигуру, я поднял глаза и добродушно взглянул на него.",,
